2013-12-21 10:04:04,915 [9] INFO  Umbraco.Core.PluginManager - [Thread 1] Determining hash of code files on disk
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:05,970 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,095 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,095 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,095 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,095 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,095 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,095 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,095 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,095 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,095 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,095 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,098 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,099 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,100 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,100 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,100 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,100 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,376 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,376 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,376 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,376 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,376 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,376 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,376 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,376 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,376 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,377 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 1] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,653 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 7] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:06,654 [9] WARN  Umbraco.Web.UmbracoModule - [Thread 7] Umbraco is not configured
2013-12-21 10:04:10,124 [9] INFO  Umbraco.Core.PluginManager - [Thread 7] Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
2013-12-21 10:04:10,154 [9] INFO  Umbraco.Core.PluginManager - [Thread 7] Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 42 (took 29ms)
2013-12-21 10:04:22,517 [9] INFO  Umbraco.Core.PluginManager - [Thread 10] Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
2013-12-21 10:04:22,541 [9] INFO  Umbraco.Core.PluginManager - [Thread 10] Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 20 (took 23ms)
2013-12-21 10:04:22,879 [9] INFO  Umbraco.Web.Security.WebSecurity - [Thread 10] User Id: 0 logged in
2013-12-21 10:04:39,509 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 8] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:39,509 [9] INFO  Umbraco.Web.UI.Install.InstallerRestService - [Thread 8] Running 'Install' service
2013-12-21 10:04:39,510 [9] INFO  Umbraco.Core.DatabaseContext - [Thread 8] Database configuration status: Started
2013-12-21 10:04:39,511 [9] INFO  Umbraco.Core.DatabaseContext - [Thread 8] Database requires upgrade
2013-12-21 10:04:39,526 [9] INFO  Umbraco.Core.ApplicationContext - [Thread 6] CurrentVersion different from configStatus: '7.0.1','7.0.0'
2013-12-21 10:04:39,526 [9] INFO  Umbraco.Web.UI.Install.InstallerRestService - [Thread 6] Running 'Upgrade' service
2013-12-21 10:04:39,527 [9] INFO  Umbraco.Core.DatabaseContext - [Thread 6] Database upgrade started
2013-12-21 10:04:39,531 [9] INFO  Umbraco.Core.Persistence.Migrations.MigrationRunner - [Thread 6] Initializing database migrations
2013-12-21 10:04:39,534 [9] INFO  Umbraco.Core.PluginManager - [Thread 6] Starting resolution types of Umbraco.Core.Persistence.Migrations.IMigration
2013-12-21 10:04:39,636 [9] INFO  Umbraco.Core.PluginManager - [Thread 6] Completed resolution of types of Umbraco.Core.Persistence.Migrations.IMigration, found 28 (took 102ms)
2013-12-21 10:04:39,842 [9] INFO  Umbraco.Web.Strategies.Migrations.ClearMediaXmlCacheForDeletedItemsAfterUpgrade - [Thread 6] Cleared 3 items from the media xml cache that were trashed and not meant to be there
2013-12-21 10:04:39,851 [9] INFO  Umbraco.Core.DatabaseContext - [Thread 6] Database configuration status: <p>Upgrade completed!</p>
2013-12-21 10:04:44,036 [9] INFO  Umbraco.Core.Configuration.ClientDependencyConfiguration - [Thread 7] Updated version number from 1 to 2
2013-12-21 10:04:44,288 [9] INFO  Umbraco.Core.UmbracoApplicationBase - [Thread 5] Application shutdown. Reason: ConfigurationChange
2013-12-21 10:04:46,918 [11] INFO  Umbraco.Core.PluginManager - [Thread 16] Determining hash of code files on disk
2013-12-21 10:04:46,933 [11] INFO  Umbraco.Core.PluginManager - [Thread 16] Hash determined (took 10ms)
2013-12-21 10:04:46,942 [11] INFO  Umbraco.Core.PluginManager - [Thread 16] Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
2013-12-21 10:04:47,192 [11] INFO  Umbraco.Core.PluginManager - [Thread 16] Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 30 (took 249ms)
2013-12-21 10:04:47,271 [11] INFO  Umbraco.Core.PluginManager - [Thread 16] Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
2013-12-21 10:04:47,279 [11] INFO  Umbraco.Core.PluginManager - [Thread 16] Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 7ms)
